-------------------------------------------------------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | DIRECCION                                          | COD-POSTAL
12567229    | CHAVEZ                    | JAVIER FRANCISCO          | 25 de Mayo 54                                      |       8716
12567231    | SOTELO                    | DENISE HAYDEE             | Pte. Tte. Gral. Juan D. Perón 2757                 |       2138
12567233    | SANCHEZ                   | HAYDEE ROSARIO            | Calle 9 n° 900                                     |       3024
12567234    | HUAMAN                    | HUGO ANDRES               | Calle 30 n° 1400                                   |       2294
12567235    | ORE                       | KARINA ELIZABETH          | Avda. Maipú 742                                    |       1016
12567236    | MONTEZA                   | MARIA FRANCISCA           | Calle Alvear 2615 (ex 278)                         |       2486
12567237    | RODRIGUEZ                 | PEDRO MIGUEL GUSTAVO      | Martín Fierro 6550                                 |       3299
12567238    | GAMARRA                   | YONNY SANTIAGO            | Calle 83 n° 302 (Necochea)                         |       6756
12567239    | TORRES                    | MIRIAM MARUXA             | Avda. 3 esq. Paseo 109                             |       8234
12567242    | OSCANOA                   | OLIVER FRITZ              | Avda. San Martín 101                               |       1893
12567244    | GOMEZ                     | FRANK IRVING              | Avda. del Libertador Gral.S.Martín 199             |       6966
12567246    | LLANOS                    | JOSET JESUS               | Avda. Pte. Bmé. Mitre 6440                         |       2851
12567247    | LLANOS                    | RICARDO ARTURO            | Avda. Rivadavia 699                                |       1180
12567248    | ALARCON                   | THIAGO                    | Diagonal Norte 910                                 |       3718
12567253    | SEGURA                    | JOSE ANTONIO              | Florida 118                                        |       5346
12567258    | CLEMENTE                  | TERESA                    | Av. de Mayo 602                                    |       3211
12567259    | LIMA                      | ESTHER MARICEL            | Av. Santa Fe 1310                                  |       2826
12567260    | MOSLEY                    | JULIO MAXIMO              | Av. Santa Fe 802                                   |       7650
12567261    | ZEVALLOS                  | LILIANA CATALINA          | Av. Santa Fe 824                                   |       4422
12567262    | GODINEZ                   | CRISTHIAN                 | Av. Belgrano 1194                                  |       3550
12567263    | SAM-VARGAS                | JULIA                     | Libertad 1279                                      |       1607
12567265    | RAFAEL                    | GIANELLA                  | Av. Corrientes 1820                                |       5326
12567266    | ANGELES                   | BRIEL KAELA               | Av, Leandro N. Alem 702                            |       4025
12567267    | REYES                     | KATHERINE LYNN            | Av. Callao 23                                      |       2750
12567268    | QUISPE                    | MARGORIE DEL CARMEN       | Av. Cordoba 1861                                   |       3703
12567271    | REYES                     | LEONOR AURORA             | Rodriguez Peña 1572                                |       4568
12567272    | CAMPOS                    | MARIA DE JESUS            | Alicia M. de Justo 350                             |       2255
12567273    | VALLE                     | CARLOS ANDRES             | Av. Callao 1600                                    |       4868
12567274    | PIÑA                      | RICARDO                   | Av. Rivadavia 2215                                 |       5851
12567277    | VARGAS                    | KAREN ANGELICA            | Av. Las Heras 2055                                 |       2222
12567279    | GONZALEZ                  | TIMOTEO                   | Av. San Juan 387                                   |       7403
12567281    | SAUSA                     | SUSAN CATHERINE           | Av. Santa Fe 2453                                  |       5479
12567282    | ROJAS                     | LUCAS                     | Av. Pueyrredon 991                                 |       1531
12567283    | RUIDIAZ                   | LIZET                     | Av. Las Heras 2324                                 |       5226
12567284    | CRUZADO                   | LIBIA HIDEKO              | Av. Pueyrredon 539                                 |       8862
12567285    | RIVERO                    | ANA                       | Av. Independencia 2676                             |       7303
12567286    | SOTO                      | GINA PAOLA                | Av. Santa Fe 2822                                  |       1968
12567287    | TAFUR                     | YOLANDA                   | Juncal 2781                                        |       1768
12567290    | LISE                      | ARMANDO ALFREDO           | Av. San Juan 2701                                  |       6485
12567292    | VELASQUEZ                 | MARY-ANN                  | Av. Cordoba 3381                                   |       1668
12567294    | LESCANO                   | ROSA CLOTILDE             | Av. Santa Fe 3380                                  |       2944
12567295    | RAMIREZ                   | VICKY DESSIRRE            | Montes de Oca 894                                  |       1875
12567296    | PEÑA                      | GLADYS                    | Scalabrini Ortiz 3149                              |       1559
12567301    | LUCANA                    | PIERO THOMAS              | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       3040
12567306    | BARRIENTOS                | BENITA                    |  Juan Bautista Alberdi 2923                        |       3873
12567307    | HERNANDEZ                 | JOSE ORLANDO              | Roma 3261                                          |       2440
12567308    | HINOJOSA                  | MARIANA                   | Córdoba 2071                                       |       4690
12567309    | MANRIQUE                  | AIDEE ESPERANZA           | Avda.Victorica 875                                 |       4080
12567310    | MONTIEL                   | EMERITA                   | Mendoza 385/389                                    |       6001
12567311    | OSORIO                    | JAVIER MIGUEL             | Intendente Campos 1626/34                          |       1537
12567313    | VELASQUEZ                 | PIERRE ANDRE              | Avda. Coronel Ramón L. Falcón 331                  |       1971
12567314    | AMPUERO                   | VICKY DESSIRRE            | Avda. Daniel M. Cazón 185                          |       6558
12567315    | PORTUGAL                  | JANNY EVELYN              | Ricardo Gutiérrez 498                              |       1498
12567316    | HUAMAN                    | LELIA                     | Avda. Mitre 399                                    |       5951
12567319    | LEZCANO                   | DOMINIK ALEJANDRO         | Av. Pte. Dr. Arturo U. Illia 2570                  |       5993
12567320    | GARCIA                    | CARLOS ANDRES             | 25 de Mayo 1199                                    |       7445
12567321    | SIPION                    | YVONNE VIVIENNE           | San Martín 455/57                                  |       4272
12567322    | BERRY                     | ALDA LUISA                | Coronel Brandsen 36                                |       8776
12567325    | ORE                       | ELSA CARMELA              | Ldor. Gral. San Martín 1218                        |       5861
12567327    | RODRIGUEZ                 | CAROLINA ROSA             | Sarmiento 675 - Pergamino                          |       8912
12567329    | RIOS                      | JESSICA PAOLA             | Avda. Independencia 3617-M.del Plata               |       3340
12567330    | AGUEDA                    | CHRISTINA DIANA           | Avda. Libertad 3802 - M.del Plata                  |       3548
12567331    | ARAUJO                    | JOSE MIGUEL               | Luro 5832 - M. del Plata                           |       8557
12567332    | CARRASCO                  | MARILIA                   | Avda. Edison 302                                   |       7066
12567333    | GABE                      | MANUEL JESUS              | Emilio Martín Larraya 1100                         |       7752
12567334    | GONZALES                  | VICTORIA                  | Mitre 638                                          |       2604
12567335    | OCAÑA                     | JHON POOL                 | Senador Morón 1390                                 |       5787
12567338    | VILA                      | JORGE AUGUSTO             | Avda. San Martín 464                               |       6385
12567340    | REYES                     | FRANK IRVING              | Avda. A.Sáenz 2099                                 |       6347
12567342    | AQUINO                    | CRISTIAN                  | Avda. Mitre 198                                    |       7419
12567343    | RAMOS                     | LUIS HUMBERTO             | Gral. Roca 869                                     |       1701
12567344    | ARBIZA                    | DENISE HAYDEE             | Calle 57 n° 831 entre 11 y 12                      |       7528
12567349    | RUIZ                      | DEISI KARINA              | Avda. Pte. J. D. Perón 402                         |       3758
12567354    | MUNIVE                    | JUAN ROBERTO              | H. Yrigoyen 400                                    |       1342
12567355    | UBIDIA                    | ALDA LUISA                | Juan B. Alberdi 4775                               |       1296
12567356    | ARANGO                    | DAVID ANGELO              | 25 de Mayo 325                                     |       5899
12567357    | GRILL                     | LUISA EULALIA             | Las Heras 398, Planta Baja                         |       4528
12567358    | OLIVERA                   | HERMANN EDUARDO           | Lavalle 698                                        |       7060
12567359    | RAMIREZ                   | JULIO GIANCARLO           | General M. de Güemes 2551                          |       2465
12567361    | ROMERO                    | MERCEDES CAROL            | Avda. de los Trabajadores 2977                     |       5430
12567362    | BUSTINZA                  | ZANDALE PRISCILA          | Alvear 625                                         |       3946
12567363    | LOPEZ                     | CARMEN PATRICIA           | Avda. Dr. Ricardo Balbin 879                       |       4446
12567364    | ARIAS                     | CAROLINE                  | Sarmiento 944                                      |       1668
12567367    | ASTUDILLO                 | PEDRO ALFONSO             | Avda. Mitre 113                                    |       8413
12567368    | CABALLERO                 | YESSICA                   | Soarez n° 1                                        |       4849
12567369    | REYMUNDO                  | ULADISLAO                 | Padre Elizalde 445                                 |       8375
12567370    | HORNA                     | FABRIZIO ALEJANDRO        | Avda. San Martín 194                               |       7486
12567373    | PAREDES                   | JUAN ANTONIO JEFFERS      | Mitre esq. Guemes                                  |       4068
12567375    | LOAYZA                    | RAUL ABSALON              | Sarmiento 101                                      |       1861
12567377    | CRUZ                      | CARLOS                    | Calle 42 esq. 21 - La Plata                        |       7581
12567378    | LEAMAN                    | ALEXIA                    | Boulevard H. Yrigoyen 99                           |       3097
12567379    | STOPP                     | NICOLAS MARIANO           | Belgrano 199, esquina Gral. Rico                   |       2885
12567380    | ECHEVARRIA                | WILFREDO SEBASTIAN        | Don Bosco 1285 - Bahia Blanca                      |       7447
12567381    | GRANZA                    | ANN CATHERINE             | Itacumbú 634                                       |       4087
12567382    | CANDELA DE GUZMAN         | AGATHA LIZ                | La Merced 266                                      |       4982
12567383    | MALPARTIDA                | LUIS ENRIQUE              | Monteagudo 3237                                    |       7455
12567386    | ANGELES                   | GABRIELA LEONOR           | Avda. de los Constituyentes 553                    |       7916
12567388    | LEON                      | MARIA LUZ                 | Rivadavia 698                                      |       2665
12567390    | BENAVIDES                 | MIGUEL ANGEL              | Avda. Mitre 102                                    |       6086
12567391    | HUAMANI                   | ROMULO JORGE              | Sarmiento 386                                      |       7271
12567392    | LOYOLA                    | CELICA TRINIDAD           | Carlos Pellegrini 942                              |       8288
12567397    | LANAZCA                   | DIEGO REYNALDO            | Avda. Julio A. Roca 1302                           |       1159
12567402    | AGUERO                    | GLADYS HORTENCIA          | San Martín 499                                     |       6117
12567403    | MEJIA DE JIMENEZ          | RICARDO ALFONZO           | Calle 35 n° 1202                                   |       3246
12567404    | KILCOYNE                  | GINA PAOLA                | Mayor López 26                                     |       6997
12567405    | PRADO                     | LUIS HUMBERTO             | Calle 7 n° 826                                     |       5483
12567406    | PANAQUE                   | EDWARD JHONATTAN          | Anatole France 1961                                |       1088
12567407    | SAHOO                     | JESUS FELIPE              | Avda. H. Yrigoyen 4150                             |       5015
12567409    | RIVERA                    | MILUSKA STEPHANY          | Avda. Gral. Paz 374                                |       2958
12567410    | PAREDES                   | MILAGROS GISELLE          | Calle 11 N° 245                                    |       8707
12567411    | RODRIGUEZ                 | BRITNEY                   | Avda. L.N.Alem 1200                                |       1774
12567412    | CHAPILLIQUEN              | JUAN CARLOS               | Avda. Antártida Argentina 1712                     |       5131
12567415    | LUNA                      | EDILBERTO                 | Luciano Fortabat 1587                              |       1903
12567416    | CAMARENA                  | STEFANO                   | Leandro N. Alem 15                                 |       6474
12567417    | GORDILLO                  | JHONY WILLIAM             | Bmé. Mitre 696                                     |       5457
12567418    | LEONARDO                  | JOSE MANUEL               | San Martín 298                                     |       2471
12567421    | TOLEDO                    | JEAN PIERRE               | Sarmiento 2068 esq. 25 de Mayo                     |       1678
12567423    | MAOKI                     | ANDRES                    | Roma 3271                                          |       4050
12567425    | POTTER                    | ANDDY JORDAN              | Calle 29 n° 448                                    |       4358
12567426    | HERRERA                   | HENRY IVAN STEWARD        | Avda. Libertador 427                               |       5180
12567427    | RAMOS                     | MILAGROS VANESSA          | Avda. 26 522                                       |       6447
12567428    | CHIA                      | VICTOR                    | Dardo Rocha 315                                    |       8570
12567429    | LOAYZA                    | YORYI VILMA               | Petracchi 501                                      |       7325
12567430    | BENAVIDES                 | JUAN ARCADIO              | L.N.Alem 158                                       |       6521
12567431    | SOSA                      | CARLOS MANUEL             | Avda. Libertador 203                               |       7144
12567434    | GARCIA                    | PERCY AGUSTIN             | H. Yrigoyen 300                                    |       4373
12567436    | CORTES                    | ROXANA ARACELI            | Calle 22 n° 1001                                   |       1035
12567438    | GARCIA                    | MARJORIE LAURA            | Avda. La Rioja 1199                                |       5836
12567439    | GUADIAMOS                 | MARTIN ENRIQUE            | Las Heras 398. Pisos 1° al 4°                      |       2044
12567440    | GUTIERREZ                 | SHIRLEY                   | V. López 2900                                      |       5580
12567445    | VASQUEZ                   | ELIZABETH TEOFILA         | Paraguay 2                                         |       2449
12567450    | NEIRA                     | LOGAN PAREDES             | Ciudad de Rodez 102                                |       5977
12567451    | SALAS                     | MILTON ANGELO             | Rivadavia 403                                      |       3872
12567452    | DIAZ DE CARCAMO           | ZOILA SOLEDAD             | Avda. Shaw 156                                     |       8141
12567453    | GODOY                     | DARLING SOFIA             | Estomba 52                                         |       1371
12567454    | PEREZ                     | RAUL ANGEL JOSE           | Avda. San Martín 499                               |       2208
12567455    | WINDER                    | LOGAN PAREDES             | Avda. General Paz 5445                             |       3638
12567457    | ESPINO                    | SANDRA FRANCESCA          | Humberto Primo 481                                 |       6361
12567458    | ACEVEDO                   | SADIALY PAOLA             | Rivadavia 299                                      |       3489
12567459    | CONGORA                   | ANA                       | Avda. Chacón 497                                   |       8802
12567460    | ESPEJO                    | MARIO                     | Rivadavia 13748                                    |       2751
12567463    | PULIDO                    | MARISSEL ALICIA           | Baron Hirsch 2                                     |       6259
12567464    | ROSAS                     | ANDRES EDUARDO            | Avda. S. Martín 301 esq. A.L.Duggan                |       3709
12567465    | VELAOCHAGA                | CARLOS RAUL               | Avda. 25 de Mayo 400                               |       7079
12567466    | VERGARA                   | GIOVANNI ORLANDO          | Hipólito Yrigoyen 501                              |       4190
12567469    | CENTENO                   | HERMANN EDUARDO           | San Pablo 401                                      |       4193
12567471    | VALDEZ                    | KATITZA ROSANA            | Alsina 250                                         |       7677
12567473    | NOVOA                     | BRITTANY ISABEL           | 3 de Febrero 999                                   |       8832
12567474    | HUERTAS                   | HENRY                     | Belgrano 385                                       |       3863
12567475    | TANTARUNA                 | KARINA ELIZABETH          | Arieta 3015                                        |       1927
12567476    | CASTILLO                  | LUCIA GABRIELA            | Mitre 3920 (Calle 54)                              |       7495
12567477    | MORI                      | GIUSEPPINA INMACULADA     | Avda Pte. Tte. Gral. Perón 1402                    |       2379
12567478    | ONTANEDA                  | ALVARO JUAN               | Belgrano 101 esq.Sarmiento                         |       7088
12567479    | VILLAREYES                | SUSANA MARIA              | Carlos Pellegrini 402                              |       1797
12567482    | SILVA SANTISTEVAN         | OLGA VICTORIA             | Avda. 37 n° 319                                    |       8606
12567484    | ECHEVARRIA                | ESTEFANI                  | Calle 48 N° 575, 1° Subsuelo                       |       1130
12567486    | CHAVEZ                    | MELISSA                   | Av. Pte. J. D. Perón 1026                          |       2113
12567487    | ZARZOSA                   | JORGE ENRIQUE             | Calle 47 Nro. 734                                  |       7335
12567488    | MUÑOZ                     | JORGE LUIS                | Avda. Juan B. Justo 1620                           |       1324
12567493    | RODRIGUEZ                 | RAUL FELIPE               | Avda. Cazón 1600                                   |       5073
12567498    | CASTILLO                  | JUAN MARTIN               | 9 de Julio 502                                     |       3571
12567499    | MENDOZA                   | OBDULIA                   | 25 de Mayo 54                                      |       5133
12567500    | BORJA                     | EDITH                     | Rivadavia 204                                      |       4672
12567501    | CARDENAS                  | JOSE MIGUEL GIUSEPPI      | Pte. Tte. Gral. Juan D. Perón 2757                 |       4852
12567502    | CARRASCO                  | ARTURO ANDRE              | Avda. L.N.Alem 1                                   |       1881
12567503    | TOVAR                     | MAXIMO GRIGORIY           | Calle 9 n° 900                                     |       6067
12567505    | ESPINOZA                  | LANA ROSE                 | Avda. Maipú 742                                    |       4910
12567506    | MONTES                    | MATTHIAS IGNACIO          | Calle Alvear 2615 (ex 278)                         |       2564
12567507    | SILVA SANTISTEBAN         | MIGUEL ANGEL              | Martín Fierro 6550                                 |       3304
12567508    | CASABONA                  | LUIGI ANTONINO            | Calle 83 n° 302 (Necochea)                         |       3354
12567511    | BAZAN                     | IGNACIO EDUARDO           | Avda. Crovara 954                                  |       2091
12567512    | LOYOLA                    | GIANELLA                  | Avda. San Martín 101                               |       6997
12567513    | VALVERDE                  | JORGE ANTONIO             | Falucho 185                                        |       2612
12567514    | CARDICH                   | LUIS ALEJANDRO            | Avda. del Libertador Gral.S.Martín 199             |       1267
12567517    | LUNA                      | JORGE                     | Avda. Rivadavia 699                                |       8969
12567519    | SALINAS                   | BRIANNA                   | Av. Corrientes 1236                                |       2831
12567521    | HERRERA                   | DIANA BRIGITTE            | Florida 474                                        |       8619
12567522    | CORDOVA                   | JOSE ELIAS                | Av. Cordoba 685                                    |       6822
12567523    | VILLA                     | JUANA ROSA                | Florida 118                                        |       6909
12567524    | DE DAVILA                 | LEONEL SAUL               | Av. Cordoba 1467                                   |       2677
12567525    | DIAZ                      | CARLOS MANUEL             | Florida 52                                         |       3075
12567526    | LARRIEGA                  | JUAN DE LA CRUZ           | Av. Corrientes 484                                 |       4377
12567527    | ROMAN                     | LILIAN SUSANA             | Sarmiento 481                                      |       7530
12567530    | DEXTRE                    | STEPHANIE                 | Av. Santa Fe 802                                   |       1479
12567532    | TORRES                    | JAVIER MIGUEL             | Av. Belgrano 1194                                  |       6032
12567534    | VASQUEZ                   | HAYDEE ROSARIO            | Av. Rivadavia 364                                  |       4324
12567535    | ZAMUDIO                   | HECTOR                    | Av. Corrientes 1820                                |       1494
12567536    | ATOCHE                    | JANNY EVELYN              | Av, Leandro N. Alem 702                            |       6873
12567546    | DE VALDIVIA               | MIRIAM NELVA              | Roberto M. Ortiz 1861                              |       8432
12567547    | ECHEANDIA                 | JORGE ALBERTO             | Av. Las Heras 2055                                 |       2250
12567548    | NUÑEZ                     | JORGE AUGUSTO             | Juana Manso 1189                                   |       7344
12567549    | POMA                      | JUAN CARLOS RODRIGO       | Av. San Juan 387                                   |       4084
12567550    | ALFARO                    | JUAN JOSE                 | Peña 2383                                          |       6818
12567551    | MAURTUA                   | MARIO ANTONY              | Av. Santa Fe 2453                                  |       6948
12567553    | BEYTIA                    | JULIO CESAR               | Av. Las Heras 2324                                 |       5173
12567554    | KIRK                      | JHONY WILLIAM             | Av. Pueyrredon 539                                 |       8719
12567555    | NUÑEZ                     | CELICA TRINIDAD           | Av. Independencia 2676                             |       3381
12567556    | GARCIA DE KIMBERLING      | JUAN ARCADIO              | Av. Santa Fe 2822                                  |       3123
12567559    | URCIA                     | AIDEE ESPERANZA           | Av. Corrientes 3202                                |       2834
12567560    | MENA                      | CARLOS RAUL               | Av. San Juan 2701                                  |       1835
12567561    | SALDAÑA                   | ANA CATHERINE             | Av. Rivadavia 310                                  |       4079
12567562    | TIEMROTH                  | ANA MARIBEL               | Av. Cordoba 3381                                   |       1874
12567565    | SILVA                     | LELIA                     | Montes de Oca 894                                  |       6629
12567567    | SANTIAGO                  | RICARDO CESAR             | Esteban Adrogué 1052 / 58                          |       8311
12567569    | PAULI                     | JOSE                      | Rivadavia 301                                      |       3574
12567570    | FAJARDO                   | CAMILLE MEZARINA          | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       8809
12567571    | PESARESSI                 | PATRICE ANNE              | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       4915
12567572    | DEL AGUILA                | PAMELA LESLIE             | Avda. Independencia 3621                           |       5675
12567573    | MONTERO                   | ZENON                     | Avda. Eugenia Tapia de Cruz 28                     |       2066
12567574    | GARCIA                    | ARMANDO                   | Calle 138 número 1498                              |       5226
12567575    | PAUCAR                    | DANIEL ROBERTO            | Hipólito Irigoyen 14820                            |       2317
12567578    | GARZON                    | GIULIAN ALEXANDER         | Córdoba 2071                                       |       8355
12567580    | ALMONTE                   | IVAN RAMON                | Mendoza 385/389                                    |       5154
12567582    | VARAS                     | JOSE HUMBERTO             | Muñoz 1576                                         |       1850
12567589    | DE FRANKLIN               | LUISA EULALIA             | Av. Pte. Dr. Arturo U. Illia 2570                  |       1773
12567594    | CARBAJAL                  | SEVASTIAN ISAIAH          | Alsina 638                                         |       4650
12567595    | PALOMINO                  | VALERIA ALEJANDRA         | Ldor. Gral. San Martín 1218                        |       2602
12567596    | MAGUIÑA                   | ZOILA SOLEDAD             | Calle 4 n° 7                                       |       1914
12567597    | SANCHEZ                   | ALVARO JUAN               | Sarmiento 675 - Pergamino                          |       7868
12567598    | CORAHUA                   | SUSANA MARIA              | Roque Sáenz Peña 938                               |       6635
12567599    | VASQUEZ                   | BRITNEY                   | Avda. Independencia 3617-M.del Plata               |       5065
12567601    | MARTINEZ                  | ELEODORO RICHARD          | Luro 5832 - M. del Plata                           |       3471
12567602    | KILCOYNE                  | JORGE RAUL                | Avda. Edison 302                                   |       4402
12567603    | PRADO                     | PIERRE ANDRE              | Emilio Martín Larraya 1100                         |       8168
12567604    | ALTAMIRANO                | RICHARD WINSTON           | Mitre 638                                          |       7056
12567607    | VELASQUEZ                 | MARIA ELENA               | Calle 14 n° 4465                                   |       1478
12567608    | JATAVE                    | DEISI KARINA              | Avda. San Martín 464                               |       3310
12567609    | PINTO                     | GIANCARLOS ARTURO         | Avda. Gral. San Martín 501                         |       6126
12567610    | NAPURI                    | JUANITA GISELLA           | Avda. A.Sáenz 2099                                 |       7807
12567613    | GIORFFINO                 | RENEE                     | Gral. Roca 869                                     |       4003
12567615    | SAAVEDRA                  | ELISA INES                | Calle 4 n° 168                                     |       6981
12567617    | NUÑEZ                     | CESAR AUGUSTO             | Avda. Libertad 698                                 |       8405
12567618    | PUICON                    | LUIS ALBERTO              | Urcelay 529                                        |       2711
12567619    | RIVERA                    | TANIA CAROLINA            | Avda. Pte. J. D. Perón 402                         |       7641
12567620    | URIZAR                    | PAOLA JANET               | Avda. Colón 898                                    |       4491
12567621    | VELAZCO                   | JORGE RAUL                | Avda. San Martín 150                               |       5401
12567622    | CORDOVA                   | ANTONIETA JANET           | Alberto H. Almirón 46                              |       3118
12567623    | ORELLANA                  | ELENA REGINA              | Avda. Mitre y Azcuénaga                            |       6688
12567626    | BRIONES                   | GLADYS                    | 25 de Mayo 325                                     |       4861
12567628    | CHAVEZ                    | LISSETTE                  | Lavalle 698                                        |       4635
12567630    | GRILLO                    | CARLOS ALEJANDRO          | Avda. del Libertador 13988                         |       1277
12567631    | ORE                       | MIGUEL                    | Avda. de los Trabajadores 2977                     |       6803
12567632    | LEON DE AYQUIPA           | ESPERANZA                 | Alvear 625                                         |       7095
12567637    | TUYA                      | CECILIA YOVANA            | Avda. Mitre 113                                    |       6087
12567642    | REYES                     | LUCCAS ANGELO             | Avda. Julio A.Roca 622                             |       6151
12567643    | VALERIA                   | ANDDY JORDAN              | Mitre esq. Guemes                                  |       6134
12567644    | CAMPOS                    | GESELLE                   | San Martín 602/26/34                               |       2178
12567645    | VALLE                     | MOISES FLORENCIO          | Sarmiento 101                                      |       2779
12567646    | GARAY                     | RAUL OSCAR                | Avda. Julio A. Roca 199                            |       1385
12567647    | MARTINEZ                  | ROXANA DEL CARMEN         | Calle 42 esq. 21 - La Plata                        |       2741
12567649    | SOTELO                    | JUAN CARLOS               | Belgrano 199, esquina Gral. Rico                   |       3909
12567650    | FERNANDEZ CONCHA          | MARIANA                   | Don Bosco 1285 - Bahia Blanca                      |       7275
12567651    | NIQUEN                    | CLARA                     | Itacumbú 634                                       |       5020
12567652    | AYALA                     | MARIA DE LOS ANGELES      | La Merced 266                                      |       5069
12567655    | TAIÑA                     | JOSE ANTONIO              | Avellaneda 281                                     |       2495
12567656    | LLAMOJA                   | ROBERT                    | Avda. de los Constituyentes 553                    |       4157
12567657    | VILLON DE DONAYRE         | JONATHAN MICHAEL          | San Martín 390                                     |       2578
12567658    | FERIA                     | BRENDA CAROL              | Rivadavia 698                                      |       1023
12567661    | PORTILLA                  | AARON                     | Sarmiento 386                                      |       8229
12567663    | PIEDRA                    | ALFREDO EMILIO            | El Callao 1330                                     |       7377
12567665    | LINDO                     | AZUCENA LUCCIANA          | Rivadavia esq. Almafuerte                          |       2550
12567666    | CAMINO                    | BRANDON                   | Calle 10 esq. 26                                   |       7610
12567667    | ESTRADA                   | CARLOS GABRIEL            | Avda. Julio A. Roca 1302                           |       6108
12567668    | SHIMOSE                   | CARMEN IRENE              | Bartolomé Mitre 201                                |       7985
12567669    | SUAREZ                    | CRISTHIAN                 | Libertad 3697                                      |       4688
12567670    | HUAMAN                    | ENA BEATRIZ               | Avda. José Altube 1761                             |       4507
12567671    | TRISTAN                   | GWENDOLYN GIANELLA        | Sarmiento 359                                      |       7031
12567674    | ARIAS                     | JESUS                     | Mayor López 26                                     |       8264
12567676    | ABANTO                    | PAOLA DEL ROSARIO         | Anatole France 1961                                |       8110
12567678    | MÜLLER                    | RODOLFO DAVID ANTONIO     | Avda. San Martín 1100                              |       3313
12567679    | RUBIO                     | ROSARIO MECEDES           | Avda. Gral. Paz 374                                |       8876
12567680    | CORTEZ                    | VICTOR LUIS               | Calle 11 N° 245                                    |       5304
12567685    | SISNIEGAS DE HOLCOMB      | PEDRO ISIDRO              | Luciano Fortabat 1587                              |       6579
12567690    | GARAY                     | MARLIES KAREM             | San Martín 2594                                    |       4818
12567691    | SARMIENTO                 | ANDRES DAVID              | Sarmiento 2068 esq. 25 de Mayo                     |       8410
12567692    | LEON                      | GIOVANNA ALEJANDRA        | Avda. Tandil 401                                   |       8958
12567693    | RAYGADA                   | EDWARD JHONATTAN          | Roma 3271                                          |       8259
12567694    | AVALOS                    | JOHANA LUCILA             | Avda. Santa Fe 2122                                |       6133
12567695    | PALMA                     | GLORIA MARGARITA          | Calle 29 n° 448                                    |       4029
12567697    | RODRIGUEZ                 | YASMINE ALEXIS            | Avda. 26 522                                       |       3437
12567698    | CORDOVA                   | OSCAR EDUARDO             | Dardo Rocha 315                                    |       4535
12567699    | CORDOVA                   | FELICIA                   | Petracchi 501                                      |       3619
12567700    | CALENZANI                 | CAROLINA ROSA             | L.N.Alem 158                                       |       1570
12567703    | ROJAS                     | RICARDO ARTURO            | Avda. Velez Sarsfield 4571/77                      |       5083
12567704    | CHAHUAYO                  | RUTH OLINDA               | H. Yrigoyen 300                                    |       1451
12567705    | ZEVALLOS                  | TANIA CAROLINA            | Calle 60 Nº 3002                                   |       5635
12567706    | SALINAS                   | MANUEL JESUS              | Calle 22 n° 1001                                   |       6546
12567709    | GONZALES                  | DAMIAN JULIO              | Las Heras 398. Pisos 1° al 4°                      |       2063
12567711    | TAPARA                    | ALEJANDRA GUADALUPE       | Avda. Maipu 2499                                   |       3843
12567713    | NICHO                     | CHRISTINA DIANA           | Avda. Santamarina 402                              |       4732
12567714    | CAYLLAHUA                 | PATRICIA ELIZABETH        | Calle 9 N° 1761 (Parque Industrial Pilar)          |       8349
12567715    | PARIONA                   | HIPOLITO ABRIL            | Paraguay 2                                         |       6071
12567716    | GAYTAN                    | LESLY ANGELICA HANNY      | Calle 5 Nº 1299                                    |       5900
12567717    | POLETTI                   | ROXANA                    | Artigas 589                                        |       1810
12567718    | ACUÑA                     | VERONICA MARIBEL          | Avda. Dr. Raúl Manfredi 570                        |       4065
12567719    | VASQUEZ                   | DANIEL JESUS              | San Nicolás 720                                    |       2864
12567722    | HUAMANZANA                | GIANKARLO MATTHEW         | Avda. Shaw 156                                     |       4944
12567724    | ARANGO                    | NESTOR ALCIDES            | Avda. San Martín 499                               |       6414
12567726    | LUQUE                     | GENARO RICARDO            | Uruguay 143                                        |       2246
12567727    | VELA                      | JORGE ENRIQUE             | Humberto Primo 481                                 |       2578
12567728    | FLORES                    | JOSE ANDRES               | Rivadavia 299                                      |       8477
12567733    | SILVA                     | ELENA                     | Baron Hirsch 2                                     |       5592
12567738    | RAMOS                     | IVONNE MADELEINE          | Pueyrredón 101                                     |       3724
12567739    | TORRES                    | DIEGO                     | San Pablo 401                                      |       7991
12567740    | DIAZ                      | ROBERT                    | Moreno 298                                         |       8383
12567741    | VILLANUEVA                | ANA DENISE                | Alsina 250                                         |       8775
12567742    | GOMEZ                     | JOSE ANDRES               | Avda. San Martín 398                               |       6745
12567743    | GUTIERREZ                 | NOHEMI LASTENIA           | 3 de Febrero 999                                   |       2058
12567745    | ROJAS                     | JAIME IVAN MARTIN         | Arieta 3015                                        |       6955
12567746    | SANCHEZ                   | LUIS HERNAN               | Mitre 3920 (Calle 54)                              |       1350
12567747    | VERGARA                   | RANDY LUZ                 | Avda Pte. Tte. Gral. Perón 1402                    |       2020
12567748    | SALVATIERRA               | CARMEN ROSA               | Belgrano 101 esq.Sarmiento                         |       6260
